"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^vitrandic","Vitrandic Paleargids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,115,"Subgroups","Paleargids","GECK",24,"OR"
"^vitrandic","Vitrandic Paleargids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,115,"Subgroups","Paleargids","GECK",25,"END"
"^vitrandic","Vitrandic Haplocalcids","<b><u>GFBR.</u></b> Other Haplocalcids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,117,"Subgroups","Haplocalcids","GFBR",17,"AND"
"^vitrandic","Vitrandic Haplocalcids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,117,"Subgroups","Haplocalcids","GFBR",18,"OR"
"^vitrandic","Vitrandic Haplocalcids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,117,"Subgroups","Haplocalcids","GFBR",19,"END"
"^vitrandic","Vitrandic Aquicambids","<b><u>GGAF.</u></b> Other Aquicambids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,119,"Subgroups","Aquicambids","GGAF",19,"AND"
"^vitrandic","Vitrandic Aquicambids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,119,"Subgroups","Aquicambids","GGAF",20,"OR"
"^vitrandic","Vitrandic Aquicambids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,119,"Subgroups","Aquicambids","GGAF",21,"END"
"^vitrandic","Vitrandic Haplocambids","<b><u>GGCP.</u></b> Other Haplocambids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,121,"Subgroups","Haplocambids","GGCP",17,"AND"
"^vitrandic","Vitrandic Haplocambids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,121,"Subgroups","Haplocambids","GGCP",18,"OR"
"^vitrandic","Vitrandic Haplocambids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,121,"Subgroups","Haplocambids","GGCP",19,"END"
"^vitrandic","Vitrandic Petrocambids","<b><u>GGBC.</u></b> Other Petrocambids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,122,"Subgroups","Petrocambids","GGBC",17,"AND"
"^vitrandic","Vitrandic Petrocambids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,122,"Subgroups","Petrocambids","GGBC",18,"OR"
"^vitrandic","Vitrandic Petrocambids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,122,"Subgroups","Petrocambids","GGBC",19,"END"
"^vitrandic","Vitrandic Argicryids","<b><u>GADE.</u></b> Other Argicryids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,123,"Subgroups","Argicryids","GADE",17,"AND"
"^vitrandic","Vitrandic Argicryids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,123,"Subgroups","Argicryids","GADE",18,"OR"
"^vitrandic","Vitrandic Argicryids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,123,"Subgroups","Argicryids","GADE",19,"END"
"^vitrandic","Vitrandic Calcicryids","<b><u>GAEC.</u></b> Other Calcicryids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,124,"Subgroups","Calcicryids","GAEC",17,"AND"
"^vitrandic","Vitrandic Calcicryids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,124,"Subgroups","Calcicryids","GAEC",18,"OR"
"^vitrandic","Vitrandic Calcicryids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,124,"Subgroups","Calcicryids","GAEC",19,"END"
"^vitrandic","Vitrandic Gypsicryids","<b><u>GACC.</u></b> Other Gypsicryids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,124,"Subgroups","Gypsicryids","GACC",17,"AND"
"^vitrandic","Vitrandic Gypsicryids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,124,"Subgroups","Gypsicryids","GACC",18,"OR"
"^vitrandic","Vitrandic Gypsicryids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,124,"Subgroups","Gypsicryids","GACC",19,"END"
"^vitrandic","Vitrandic Haplocryids","<b><u>GAFD.</u></b> Other Haplocryids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,125,"Subgroups","Haplocryids","GAFD",17,"AND"
"^vitrandic","Vitrandic Haplocryids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,125,"Subgroups","Haplocryids","GAFD",18,"OR"
"^vitrandic","Vitrandic Haplocryids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,125,"Subgroups","Haplocryids","GAFD",19,"END"
"^vitrandic","Vitrandic Argidurids","<b><u>GCBH.</u></b> Other Argidurids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,127,"Subgroups","Argidurids","GCBH",17,"AND"
"^vitrandic","Vitrandic Argidurids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,127,"Subgroups","Argidurids","GCBH",18,"OR"
"^vitrandic","Vitrandic Argidurids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,127,"Subgroups","Argidurids","GCBH",19,"END"
"^vitrandic","Vitrandic Haplodurids","<b><u>GCCF.</u></b> Other Haplodurids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,128,"Subgroups","Haplodurids","GCCF",17,"AND"
"^vitrandic","Vitrandic Haplodurids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,128,"Subgroups","Haplodurids","GCCF",18,"OR"
"^vitrandic","Vitrandic Haplodurids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,128,"Subgroups","Haplodurids","GCCF",19,"END"
"^vitrandic","Vitrandic Natridurids","<b><u>GCAG.</u></b> Other Natridurids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,128,"Subgroups","Natridurids","GCAG",17,"AND"
"^vitrandic","Vitrandic Natridurids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,129,"Subgroups","Natridurids","GCAG",18,"OR"
"^vitrandic","Vitrandic Natridurids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,129,"Subgroups","Natridurids","GCAG",19,"END"
"^vitrandic","Vitrandic Argigypsids","<b><u>GDCF.</u></b> Other Argigypsids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,129,"Subgroups","Argigypsids","GDCF",17,"AND"
"^vitrandic","Vitrandic Argigypsids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,129,"Subgroups","Argigypsids","GDCF",18,"OR"
"^vitrandic","Vitrandic Argigypsids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 percent or more.",7,129,"Subgroups","Argigypsids","GDCF",19,"END"
"^vitrandic","Vitrandic Calcigypsids","<b><u>GDDD.</u></b> Other Calcigypsids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,130,"Subgroups","Calcigypsids","GDDD",17,"AND"
"^vitrandic","Vitrandic Calcigypsids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,130,"Subgroups","Calcigypsids","GDDD",18,"OR"
"^vitrandic","Vitrandic Calcigypsids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,130,"Subgroups","Calcigypsids","GDDD",19,"END"
"^vitrandic","Vitrandic Haplogypsids","<b><u>GDEF.</u></b> Other Haplogypsids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,131,"Subgroups","Haplogypsids","GDEF",17,"AND"
"^vitrandic","Vitrandic Haplogypsids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,131,"Subgroups","Haplogypsids","GDEF",18,"OR"
"^vitrandic","Vitrandic Haplogypsids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,131,"Subgroups","Haplogypsids","GDEF",19,"END"
"^vitrandic","Vitrandic Natrigypsids","<b><u>GDBE.</u></b> Other Natrigypsids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,131,"Subgroups","Natrigypsids","GDBE",17,"AND"
"^vitrandic","Vitrandic Natrigypsids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,131,"Subgroups","Natrigypsids","GDBE",18,"OR"
"^vitrandic","Vitrandic Natrigypsids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,132,"Subgroups","Natrigypsids","GDBE",19,"END"
"^vitrandic","Vitrandic Petrogypsids","<b><u>GDAD.</u></b> Other Petrogypsids that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",7,132,"Subgroups","Petrogypsids","GDAD",17,"AND"
"^vitrandic","Vitrandic Petrogypsids","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",7,132,"Subgroups","Petrogypsids","GDAD",18,"OR"
"^vitrandic","Vitrandic Petrogypsids","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter, of which 5 percent or more is volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",7,132,"Subgroups","Petrogypsids","GDAD",19,"END"
"^vitrandic","Vitrandic Cryofluvents","<b><u>LDBB.</u></b> Other Cryofluvents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,139,"Subgroups","Cryofluvents","LDBB",17,"AND"
"^vitrandic","Vitrandic Cryofluvents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,139,"Subgroups","Cryofluvents","LDBB",18,"OR"
"^vitrandic","Vitrandic Cryofluvents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,139,"Subgroups","Cryofluvents","LDBB",19,"AND"
"^vitrandic","Vitrandic Cryofluvents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,139,"Subgroups","Cryofluvents","LDBB",20,"AND"
"^vitrandic","Vitrandic Cryofluvents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,139,"Subgroups","Cryofluvents","LDBB",21,"END"
"^vitrandic","Vitrandic Torrifluvents","<b><u>LDED.</u></b> Other Torrifluvents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,140,"Subgroups","Torrifluvents","LDED",17,"AND"
"^vitrandic","Vitrandic Torrifluvents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,140,"Subgroups","Torrifluvents","LDED",18,"OR"
"^vitrandic","Vitrandic Torrifluvents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,140,"Subgroups","Torrifluvents","LDED",19,"AND"
"^vitrandic","Vitrandic Torrifluvents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,141,"Subgroups","Torrifluvents","LDED",20,"AND"
"^vitrandic","Vitrandic Torrifluvents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,141,"Subgroups","Torrifluvents","LDED",21,"END"
"^vitrandic","Vitrandic Udifluvents","<b><u>LDFD.</u></b> Other Udifluvents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,142,"Subgroups","Udifluvents","LDFD",17,"AND"
"^vitrandic","Vitrandic Udifluvents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,142,"Subgroups","Udifluvents","LDFD",18,"OR"
"^vitrandic","Vitrandic Udifluvents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,142,"Subgroups","Udifluvents","LDFD",19,"AND"
"^vitrandic","Vitrandic Udifluvents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,142,"Subgroups","Udifluvents","LDFD",20,"AND"
"^vitrandic","Vitrandic Udifluvents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,142,"Subgroups","Udifluvents","LDFD",21,"END"
"^vitrandic","Vitrandic Xerofluvents","<b><u>LDCD.</u></b> Other Xerofluvents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,144,"Subgroups","Xerofluvents","LDCD",17,"AND"
"^vitrandic","Vitrandic Xerofluvents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,144,"Subgroups","Xerofluvents","LDCD",18,"OR"
"^vitrandic","Vitrandic Xerofluvents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,144,"Subgroups","Xerofluvents","LDCD",19,"AND"
"^vitrandic","Vitrandic Xerofluvents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,144,"Subgroups","Xerofluvents","LDCD",20,"AND"
"^vitrandic","Vitrandic Xerofluvents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,144,"Subgroups","Xerofluvents","LDCD",21,"END"
"^vitrandic","Vitrandic Cryorthents","<b><u>LEBB.</u></b> Other Cryorthents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,145,"Subgroups","Cryorthents","LEBB",7,"AND"
"^vitrandic","Vitrandic Cryorthents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,145,"Subgroups","Cryorthents","LEBB",8,"OR"
"^vitrandic","Vitrandic Cryorthents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,145,"Subgroups","Cryorthents","LEBB",9,"AND"
"^vitrandic","Vitrandic Cryorthents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,145,"Subgroups","Cryorthents","LEBB",10,"AND"
"^vitrandic","Vitrandic Cryorthents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,145,"Subgroups","Cryorthents","LEBB",11,"END"
"^vitrandic","Vitrandic Torriorthents","<b><u>LECH.</u></b> Other Torriorthents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",8,146,"Subgroups","Torriorthents","LECH",7,"AND"
"^vitrandic","Vitrandic Torriorthents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,146,"Subgroups","Torriorthents","LECH",8,"OR"
"^vitrandic","Vitrandic Torriorthents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,146,"Subgroups","Torriorthents","LECH",9,"AND"
"^vitrandic","Vitrandic Torriorthents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,146,"Subgroups","Torriorthents","LECH",10,"AND"
"^vitrandic","Vitrandic Torriorthents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,146,"Subgroups","Torriorthents","LECH",11,"END"
"^vitrandic","Vitrandic Udorthents","<b><u>LEFF.</u></b> Other Udorthents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,147,"Subgroups","Udorthents","LEFF",7,"AND"
"^vitrandic","Vitrandic Udorthents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,147,"Subgroups","Udorthents","LEFF",8,"OR"
"^vitrandic","Vitrandic Udorthents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,147,"Subgroups","Udorthents","LEFF",9,"AND"
"^vitrandic","Vitrandic Udorthents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,147,"Subgroups","Udorthents","LEFF",10,"AND"
"^vitrandic","Vitrandic Udorthents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,147,"Subgroups","Udorthents","LEFF",11,"END"
"^vitrandic","Vitrandic Ustorthents","<b><u>LEEL.</u></b> Other Ustorthents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the soil surface, one or both of the following:",8,149,"Subgroups","Ustorthents","LEEL",7,"AND"
"^vitrandic","Vitrandic Ustorthents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,149,"Subgroups","Ustorthents","LEEL",8,"OR"
"^vitrandic","Vitrandic Ustorthents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,149,"Subgroups","Ustorthents","LEEL",9,"AND"
"^vitrandic","Vitrandic Ustorthents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,149,"Subgroups","Ustorthents","LEEL",10,"AND"
"^vitrandic","Vitrandic Ustorthents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,149,"Subgroups","Ustorthents","LEEL",11,"END"
"^vitrandic","Vitrandic Xerorthents","<b><u>LEDD.</u></b> Other Xerorthents that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",8,150,"Subgroups","Xerorthents","LEDD",7,"AND"
"^vitrandic","Vitrandic Xerorthents","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",8,150,"Subgroups","Xerorthents","LEDD",8,"OR"
"^vitrandic","Vitrandic Xerorthents","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",8,150,"Subgroups","Xerorthents","LEDD",9,"AND"
"^vitrandic","Vitrandic Xerorthents","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",8,150,"Subgroups","Xerorthents","LEDD",10,"AND"
"^vitrandic","Vitrandic Xerorthents","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",8,150,"Subgroups","Xerorthents","LEDD",11,"END"
"^vitrandic","Vitrandic Cryopsamments","<b><u>LCAD.</u></b> Other Cryopsamments that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction containing 5 percent or more volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",8,150,"Subgroups","Cryopsamments","LCAD",7,"END"
"^vitrandic","Vitrandic Torripsamments","<b><u>LCBC.</u></b> Other Torripsamments that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction containing 5 percent or more volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",8,152,"Subgroups","Torripsamments","LCBC",7,"END"
"^vitrandic","Vitrandic Xeropsamments","<b><u>LCEE.</u></b> Other Xeropsamments that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction containing 5 percent or more volcanic glass, and [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is 30 or more.",8,154,"Subgroups","Xeropsamments","LCEE",7,"END"
"^vitrandic","Vitrandic Aquorthels","<b><u>ACBF.</u></b> Other Aquorthels that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",9,159,"Subgroups","Aquorthels","ACBF",9,"AND"
"^vitrandic","Vitrandic Aquorthels","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",9,159,"Subgroups","Aquorthels","ACBF",10,"OR"
"^vitrandic","Vitrandic Aquorthels","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",9,159,"Subgroups","Aquorthels","ACBF",11,"AND"
"^vitrandic","Vitrandic Aquorthels","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",9,159,"Subgroups","Aquorthels","ACBF",12,"AND"
"^vitrandic","Vitrandic Aquorthels","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",9,159,"Subgroups","Aquorthels","ACBF",13,"END"
"^vitrandic","Vitrandic Mollorthels","<b><u>ACDE.</u></b> Other Mollorthels that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",9,161,"Subgroups","Mollorthels","ACDE",9,"AND"
